article_id,act_id,article_number,heading,full_text
CONST_1950_Art353,CONST_1950,353,353. Effect of Proclamation of Emergency,"353. Effect of Proclamation of Emergency.—While a Proclamation 
of Emergency is in operation, then—
(a) notwithstanding anything in this Constitution, the executive 
power of the Union shall extend to the giving of directions to any State 
as to the manner in which the executive power thereof is to be 
exercised;
(b) the power of Parliament to make laws with respect to any 
matter shall include power to make laws conferring powers and 
imposing duties, or authorising the conferring of powers and the 
imposition of duties, upon the Union or officers and authorities of the 
Union as respects that matter, notwithstanding that it is one which is not 
enumerated in the Union List:"
CONST_1950_Art354,CONST_1950,354,354. Application of provisions relating to distribution of revenues,"354. Application of provisions relating to distribution of revenues 
while a Proclamation of Emergency is in operation.—(1) The President 
may, while a Proclamation of Emergency is in operation, by order direct that 
all or any of the provisions of articles 268 to 279 shall for such period, not 
extending in any case beyond the expiration of the financial year in which such 
Proclamation ceases to operate, as may be specified in the order, have effect 
subject to such exceptions or modifications as he thinks fit.
(2) Every order made under clause (1) shall, as soon as may be after it is 
made, be laid before each House of Parliament."
CONST_1950_Art355,CONST_1950,355,355. Duty of the Union to protect States against external aggression,"355. Duty of the Union to protect States against external aggression 
and internal disturbance.—It shall be the duty of the Union to protect every 
State against external aggression and internal disturbance and to ensure that the 
Government of every State is carried on in accordance with the provisions of 
this Constitution."
CONST_1950_Art366,CONST_1950,366,366. Definitions,"366. Definitions.—In this Constitution, unless the context otherwise 
requires, the following expressions have the meanings hereby respectively 
assigned to them, that is to say—
(1) “agricultural income” means agricultural income as defined 
for the purposes of the enactments relating to Indian income-tax;

(2) “an Anglo-Indian” means a person whose father or any of 
whose other male progenitors in the male line is or was of European 
descent but who is domiciled within the territory of India and is or was 
born within such territory of parents habitually resident therein and not 
established there for temporary purposes only;
(3) “article” means an article of this Constitution; 
(4) “borrow” includes the raising of money by the grant of 
annuities, and “loan” shall be construed accordingly;
1[(4A)* *
(5) “clause” means a clause of the article in which the expression 
occurs;
(6) “corporation tax” means any tax on income, so far as that tax 
is payable by companies and is a tax in the case of which the following 
conditions are fulfilled:—
(a) that it is not chargeable in respect of agricultural 
income; 
(b) that no deduction in respect of the tax paid by 
companies is, by any enactments which may apply to the tax, 
authorised to be made from dividends payable by the companies 
to individuals;
(c) that no provision exists for taking the tax so paid into 
account in computing for the purposes of Indian income-tax the 
total income of individuals receiving such dividends, or in 
computing the Indian income-tax payable by, or refundable to, 
such individuals;
(7) “corresponding Province”, “corresponding Indian State” or 
“corresponding State” means in cases of doubt such Province, Indian 
State or State as may be determined by the President to be the 
corresponding Province, the corresponding Indian State or the 
corresponding State, as the case may be, for the particular purpose in 
question;"
CONST_1950_Art393,CONST_1950,393,393. Short title,"393. Short title.—This Constitution may be called the Constitution of 
India."
CONST_1950_Art3B,CONST_1950,3B,3B. Additional powers of the Bodoland Territorial Council to make laws,"3B. Additional powers of the Bodoland Territorial Council to make laws.—(1) Without 
prejudice to the provisions of paragraph 3, the Bodoland Territorial Council within its areas 
shall have power to make laws with respect to :— 
(i) agriculture, including agricultural education and research, protection against 
pests and prevention of plant diseases; (ii) animal husbandry and veterinary, that is to say, 
preservation, protection and improvement of stock and prevention of animal diseases, 
veterinary training and practice, cattle pounds; (iii) co-operation; (iv) cultural affairs; (v) 
education, that is to say, primary education, higher secondary including vocational training, 
adult education, college education (general); (vi) fisheries; (vii) flood control for protection 
of village, paddy fields, markets and towns (not of technical nature); (viii) Food and civil

supply; (ix) forests (other than reserved forests); (x) handloom and textile; (xi) health and 
family welfare, (xii) intoxicating liquors, opium and derivatives, subject to the provisions of 
entry 84 of List I of the Seventh Schedule; (xiii) irrigation; (xiv) labour and employment; 
(xv) land and revenue; (xvi) library services (financed and controlled by the State 
Government); (xvii) lotteries (subject to the provisions of entry 40 of List I of the Seventh 
Schedule), theatres, dramatic performances and cinemas (subject to the provisions of entry 
60 of List I of the Seventh Schedule); (xviii) markets and fairs; (xix) municipal corporation, 
improvement trust, district boards and other local authorities; (xx) museum and 
archaeology institutions controlled or financed by the State, ancient and historical 
monuments and records other than those declared by or under any law made by Parliament 
to be of national importance; (xxi) panchayat and rural development; (xxii) planning and 
development; (xxiii) printing and stationery; (xxiv) public health engineering; (xxv) public 
works department; (xxvi) publicity and public relations; (xxvii) registration of births and 
deaths; (xxviii) relief and rehabilitation; (xxix) sericulture; (xxx) small, cottage and rural 
industry subject to the provisions of entries 7 and 52 of List I of the Seventh Schedule; 
(xxxi) social Welfare; (xxxii) soil conservation; (xxxiii) sports and youth welfare; 
(xxxiv) statistics; (xxxv) tourism; (xxxvi) transport (roads, bridges, ferries and other 
means of communications not specified in List I of the Seventh Schedule, municipal 
tramways, ropeways, inland waterways and traffic thereon subject to the provision of List 
I and List III of the Seventh Schedule with regard to such waterways, vehicles other than 
mechanically propelled vehicles); (xxxvii) tribal research institute controlled and financed 
by the State Government; (xxxviii) urban development—town and country planning; 
(xxxix) weights and measures subject to the provisions of entry 50 of List I of the Seventh 
Schedule; and (xl) Welfare of plain tribes and backward classes:
Provided that nothing in such laws shall—
(a) extinguish or modify the existing rights and privileges of any citizen 
in respect of his land at the date of commencement of this Act; and 
(b) disallow and citizen from acquiring land either by way of inheritance, 
allotment, settlement or by any other way of transfer if such citizen is otherwise 
eligible for such acquisition of land within the Bodoland Territorial Areas 
District.
(2) All laws made under paragraph 3 or under this paragraph shall in so far as they 
relate to matters specified in List III of the Seventh Schedule, be submitted forthwith to the 
Governor who shall reserve the same for the consideration of the President. 
(3) When a law is reserved for the consideration of the President, the President shall 
declare either that he assents to the said law or that he withholds assent therefrom:
Provided that the President may direct the Governor to return the law to the 
Bodoland Territorial Council, together with the message requesting that the said Council 
will reconsider the law or any specified provisions thereof and, in particular, will consider 
the desirability of introducing any such amendments as he may recommend in his message 
and, when the law is so returned, the said Council shall consider the law accordingly within 
a period of six months from the date of receipt of such message and, if the law is again 
passed by the said Council with or without amendments it shall be presented again to the 
President for his consideration.”.

respect of all areas within such region and the District Council for an 
autonomous district in respect of all areas within the district except those 
which are under the authority of Regional Councils, if any, within the 
district shall have power to make laws with respect to—
(a) the allotment, occupation or use, or the setting apart, of 
land, other than any land which is a reserved forest for the purposes 
of agriculture or grazing or for residential or other non-agricultural 
purposes or for any other purpose likely to promote the interests of 
the inhabitants of any village or town: 
Provided that nothing in such laws shall prevent the 
compulsory acquisition of any land, whether occupied or unoccupied, 
for public purposes 1[by the Government of the State concerned] in 
accordance with the law for the time being in force authorising such 
acquisition; 
(b) the management of any forest not being a reserved forest;
(c) the use of any canal or water-course for the purpose of 
agriculture;
(d) the regulation of the practice of jhum or other forms of 
shifting cultivation;
(e) the establishment of village or town committees or councils 
and their powers;
(f) any other matter relating to village or town administration, 
including village or town police and public health and sanitation;
(g) the appointment or succession of Chiefs or Headmen;
(h) the inheritance of property;
 2[(i) marriage and divorce;] 
(j) social customs.
(2) In this paragraph, a “reserved forest” means any area which is a 
reserved forest under the Assam Forest Regulation, 1891, or under any other 
law for the time being in force in the area in question.
and Eighth Sch., for certain words (w.e.f. 21-1-1972)."
CONST_1950_Art12B,CONST_1950,12B,12B. Application of Acts of Parliament and of the Legislature of,"12B. Application of Acts of Parliament and of the Legislature of 
the State of Mizoram to autonomous districts and autonomous regions 
State 
Mizoram.—Notwithstanding 
anything 
Constitution,—
(a) no Act of the Legislature of the State of Mizoram in respect 
of any of the matters specified in paragraph 3 of this Schedule as 
matters with respect to which a District Council or a Regional 
Council may make laws, and no Act of the Legislature of the State of 
Mizoram prohibiting or restricting the consumption of any 
non-distilled alcoholic liquor shall apply to any autonomous district 
or autonomous region in that State unless, in either case, the District 
Council for such district or having jurisdiction over such region, by 
public notification, so directs, and the District Council, in giving such 
direction with respect to any Act, may direct that the Act shall, in its 
application to such district or region or any part thereof, have effect 
subject to such exceptions or modifications as it thinks fit;
(b) the Governor may, by public notification, direct that any 
Act of the Legislature of the State of Mizoram to which the 
provisions of clause (a) of this sub-paragraph do not apply, shall not 
apply to an autonomous district or an autonomous region in that 
State, or shall apply to such district or region, or any part thereof, 
subject to such exceptions or modifications, as he may specify in the 
notification;

(c) the President may, with respect to any Act of Parliament, 
by notification, direct that it shall not apply to an autonomous district 
or an autonomous region in the State of Mizoram, or shall apply to 
such district or region or any part thereof, subject to such exceptions 
or modifications as he may specify in the notification and any such 
direction may be given so as to have retrospective effect.]]"
CONST_1950_Art31,CONST_1950,31,"31. Posts and telegraphs; telephones, wireless, broadcasting and other like","31. Posts and telegraphs; telephones, wireless, broadcasting and other like 
forms of communication."
CONST_1950_Art45,CONST_1950,45,45. Banking.,45. Banking.
CONST_1950_Art17B,CONST_1950,17B,17B. Protection of wild animals and birds.],17B. Protection of wild animals and birds.]
CONST_1950_Art232,CONST_1950,232,232. The Maharashtra Land Revenue,"232. The Maharashtra Land Revenue
Code
the Maharashtra 
Restoration of Lands to Scheduled Tribes (Second Amendment) Act, 1976 
(Maharashtra Act 30 of 1977)."
CONST_1950_Art238,CONST_1950,238,"238. The Rajasthan Colonisation (Amendment) Act, 1984 (Rajasthan Act","238. The Rajasthan Colonisation (Amendment) Act, 1984 (Rajasthan Act 
12 of 1984)."
CONST_1950_Art242,CONST_1950,242,242. The Tamil Nadu Land Reforms (Fixation of Ceiling on Land),"242. The Tamil Nadu Land Reforms (Fixation of Ceiling on Land) 
Amendment Act, 1980 (Tamil Nadu Act 21 of 1980)."
CONST_1950_Art259,CONST_1950,259,259. The Bihar Consolidation of Holdings and Prevention of Fragmentation,"259. The Bihar Consolidation of Holdings and Prevention of Fragmentation 
Act, 1956 (Bihar Act 22 of 1956)."
CONST_1950_Art264,CONST_1950,264,264. The Bihar Land Reforms (Fixation of Ceiling Area and Acquisition of,"264. The Bihar Land Reforms (Fixation of Ceiling Area and Acquisition of 
Surplus Land) (Amendment) Act, 1987 (Bihar Act 21 of 1987)."
CONST_1950_Art272,CONST_1950,272,"272. The Rajasthan Colonisation (Amendment) Act, 1987 (Rajasthan Act 2","272. The Rajasthan Colonisation (Amendment) Act, 1987 (Rajasthan Act 2 
of 1987)."
CONST_1950_Art278,CONST_1950,278,"278. The West Bengal Land Reforms (Amendment) Act, 1981 (West","278. The West Bengal Land Reforms (Amendment) Act, 1981 (West 
Bengal Act 50 of 1981)."
