case_id,article_id,context
iltur_legacy_390,CONST_1950_Art32,l Case No. 352 of 1957. WITH Petitions Nos. 163 to 165 of 1959. Petitions Under article 32 of the Constitution of India for the enforcement of Fundamental Rights. M. C. S
iltur_legacy_391,CONST_1950_Art311,"posing punishment and therefore the appellant was deprived of the protection of article 311 of the Constitution. The High Court, accordingly, allowed the appeal, set aside"
iltur_legacy_391,CONST_1950_Art226," applied on August 25, 1959, to the High Court at Allahabad by a petition under article 226 of the constitution praying for a writ quashing the order directing enquiry int"
iltur_legacy_391,CONST_1950_Art309, Rules framed by the State of Uttar Pradesh under the authority conferred under article 309 of the Constitution. Counsel says that it was because of this rule that the Hig
iltur_legacy_393,CONST_1950_Art120,"a fair and reasonable construction the present suit attracts the application of article 120 and is therefore barred. On the other hand, Mr. viswanatha Sastri, for The plai"
iltur_legacy_393,CONST_1950_Art131," should be delivered to him. Such a claim, according to him, obviously attracts article 131. It is common ground that if article 120 applies the suit is beyond time, where"
iltur_legacy_393,CONST_1950_Art134,"s common ground that if article 120 applies the suit is beyond time, whereas if article 134 is applicable the suit is within time. The decision of this question would natu"
iltur_legacy_393,CONST_1950_Art144,"se observations which are pressed into service by the learned Attorney General. Article 144 on which the respondent relied in that case, it has been held, is applicable on"
iltur_legacy_393,CONST_1950_Art109,than three years ' profits from the respective defendants. The argument is that article 109 of the Limitation Act applies to such a claim and the claim is confined to thre
iltur_legacy_394,CONST_1950_Art22,"hich we had earlier referred in the course of this judgment, has no application Section 22 provides for inconsistency between laws made by Parliament (in the sense in whi"
iltur_legacy_394,CONST_1950_Art32,n No. 96 of 1955. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. Purushottam
iltur_legacy_394,CONST_1950_Art14,"l provisions violate the fundamental rights guaranteed to the petitioners under article 14, 19 and 31 of the Constitution. Two subsidiary points have also been urged befo"
iltur_legacy_394,CONST_1950_Art239,"ecame a Part State on the coming into force of the Constitution of India. Under article 239 of the Constitution as it then stood, a Part State was to be administered by th"
iltur_legacy_394,CONST_1950_Art240,or to be appointed by him or throughout the Government of a neighbouring State. Article 240 of the constitution enabled Parliament by law to create or continue for any Par
iltur_legacy_394,CONST_1950_Art31,rs that any right under article 14 of the Constitution has been violated. As to article 31 of the Constitution it seems clear to us that cl. (2) of the said Article as it
iltur_legacy_394,CONST_1950_Art19,gislation bad on the ground that it violates the right of the petitioners under article 19(l)(f)? The property for the protection of which article 19(l)(f) is invoked bel
iltur_legacy_395,CONST_1950_Art136," the only remedy available to it is by making an appeal, say for instance under article 136 of the Constitution, to this Court. A grievance felt by a party against any pro"
iltur_legacy_401,CONST_1950_Art227,ue Tribunal was challenged by the respondents by a petition filed by them under article 227 of the Constitution in the Bombay High Court. The High Court has allowed the wr
iltur_legacy_402,CONST_1950_Art136,"ion, this Court should not, in exercise of its discretionary jurisdiction under article 136 of the Constitutions interfere with the findings of the High Court. There is fo"
iltur_legacy_403,CONST_1950_Art227,"mmary order, without stating any reasons, refused to interfere when moved under article 227 of the Constitution. The landlords have therefore filed these appeals with leav"
iltur_legacy_405,CONST_1950_Art226,missioner. Mahajan then applied to the High Court of Judicature at Nagpur under article 226 of the Constitution for a direction quashing the order of the Additional Settle
iltur_legacy_406,CONST_1950_Art226,"inary) on November 10, 1960. They had unsuccessfully moved the High Court under article 226 of Constitution, and the present appeal is filed with the special leave of this"
iltur_legacy_406,CONST_1950_Art19," of the amendments effected by the Constitution (First Amendment) Act, 1951, in article 19(6), have been held intra vires the State Legislatures. Those cases are also ref"
iltur_legacy_407,CONST_1950_Art117,s Nos. 117 and 137 of 1961. Petition under Art 32 of the Constitution of India for enforce
iltur_legacy_408,CONST_1950_Art8,"ctions 3, 4 and 5 deal with the constitution and incorporation of Bar Councils. Section 8 makes it the duty of every High Court to prepare and maintain a roll of advocat"
iltur_legacy_411,CONST_1950_Art180,"6. 1961, of the Allahabad High Court in Writ No. 3116 of 1960. WITH Petitions Nos. 180, 181 and 205 of 1961. Petitions Under article 32 of the Constitution of India f"
iltur_legacy_411,CONST_1950_Art32,"No. 3116 of 1960. WITH Petitions Nos. 180, 181 and 205 of 1961. Petitions Under article 32 of the Constitution of India for enforcement of Fundamental Rights. section N. "
iltur_legacy_411,CONST_1950_Art226,"e becomes final. It must at once be observed that neither in the petition under article 226 of the Constitution to the High Court, out of which Civil Appeal No. 325 of 196"
iltur_legacy_412,CONST_1950_Art226,"without success. The appellants then filed on February 8, 1956 a petition under article 226 of the Constitution for substantially three reliefs. They were: (a) a declarati"
iltur_legacy_413,CONST_1950_Art2," member of the Legislative Assembly now serving or hereafter to serve therein"". Section 2 of the Imperial Act which enacted the Constitution Act of the Colony provided t"
iltur_legacy_413,CONST_1950_Art4,"sent of the President on June 18, 1951, but article 31A which was introduced by section 4 of this Act was expressly made retrospective from the commencement of the Const"
iltur_legacy_413,CONST_1950_Art5,"nue. "" 812 In addition the First Constitution Amendment Act also enacted by its section 5 a further provision article 31B expressly validating the several enactments of "
iltur_legacy_413,CONST_1950_Art32,n No. 105 of 1961. Petition under article 32 of the Constitution of India for the enforcement of Fundamental Rights. A. V. V
iltur_legacy_413,CONST_1950_Art200,"hen reserved by the Governor of the State for the assent of the President under article 200 of the Constitution. Meanwhile, on July 31, 1959 the President issued a proclam"
iltur_legacy_413,CONST_1950_Art356,"titution. Meanwhile, on July 31, 1959 the President issued a proclamation under article 356 and the Assembly was dissolved. In February 1960 mid term general elections too"
iltur_legacy_413,CONST_1950_Art31,the respondent raises its preliminary objection that the Act is protected under article 31 A (1) (a) and as such its validity cannot be challenged on the ground that it i
iltur_legacy_413,CONST_1950_Art172,"s taken another form. The duration of the Legislative Assembly is prescribed by article 172(1), and normally at the end of five years the life of the Assembly would come t"
iltur_legacy_413,CONST_1950_Art196,he effect of the relevant provisions of the legislative procedure prescribed by article 196 it would be necessary to bear in mind that the powers of the legislature which 
iltur_legacy_413,CONST_1950_Art194,are recognised in England will also be available to the State Legislature under article 194 (3). The argument is that whether or not a successor Legislative Assembly can c
iltur_legacy_413,CONST_1950_Art104,inted out that the corresponding provisions for our Parliament are contained in article 104(3). As we have already mentioned there is no doubt that dissolution of the Hous
iltur_legacy_413,CONST_1950_Art107,"sions in regard to the 764 legislative procedure of Parliament are contained in article 107. The argument based on the provisions of article 194(3) is, in our opinion, ent"
iltur_legacy_413,CONST_1950_Art168, relevant provisions in regard to the State Legislature under the constitution. Article 168 provides that for every State there shall be a Legislature which shall consist 
iltur_legacy_413,CONST_1950_Art170,"d where there is only one House, it shall be known as the Legislative Assembly. Article 170 deals with the composition of the Legislative Assembly. and article 171 with th"
iltur_legacy_413,CONST_1950_Art171,"sembly. Article 170 deals with the composition of the Legislative Assembly. and article 171 with that of the Legislative Council. Article, 172 provides for the duration of"
iltur_legacy_413,CONST_1950_Art83,an be dissolved but not the Legislative Council. The same is the position under article 83 in regard to the House of the People and the Council of States. This material d
iltur_legacy_413,CONST_1950_Art201,ndanger the position which that Court is by this Constitution designed to fill. Article 201 then deals with the procedure which has to be adopted when a Bill is be assente
iltur_legacy_413,CONST_1950_Art111,article 196. The corresponding provision for Parliamentary Bill is contained in article 111. It is clear that if a Bill pending the assent of the Governor or the President
iltur_legacy_413,CONST_1950_Art197,e limit the Constitution has made appropriate provisions in that behalf (vide : article 197 (1)(b) and (2)(b)). In fact the proviso to article 201 requires that the House 
iltur_legacy_413,CONST_1950_Art31A,"s to the point raised by the respondent that the Act attracts the protection of article 31A (1)(a) and so is immune from any challenge under articles 14, 19 and 31. There "
iltur_legacy_413,CONST_1950_Art20,remitted bill by the new Legislative Assembly did not violate the provisions of article 20 of the Constitution. In my judgment the terms of article 196 of the Constitutio
iltur_legacy_413,CONST_1950_Art31B,st Constitution Amendment Act also enacted by its section 5 a further provision article 31B expressly validating the several enactments of the various States which were th
iltur_legacy_413,CONST_1950_Art13,"words in article 31A read as follow: ""(I) Notwithstanding anything contained in article 13, no law providing for (a) the acquisition by the State of any estate or of any "
iltur_legacy_413,CONST_1950_Art14," is inconsistent with, or takes away or abridges any of the rights conferred by article 14, article 19 or article 31: Provided that where such law is a law made by the Le"
iltur_legacy_413,CONST_1950_Art19,"tent with, or takes away or abridges any of the rights conferred by article 14, article 19 or article 31: Provided that where such law is a law made by the Legislature of"
iltur_legacy_414,CONST_1950_Art56,"ers dated September 7, 1960 of the Chief Commissioner, Pondicherry in Appeals Nos. 56 and 57 of 1960. WITH Petitions Nos. 297 and 298 of 1960. Petitions under articl"
iltur_legacy_414,CONST_1950_Art32,os. 56 and 57 of 1960. WITH Petitions Nos. 297 and 298 of 1960. Petitions under article 32 of the Constitution of India for enforcement of Fundamental Rights. A. V. Viswa
iltur_legacy_414,CONST_1950_Art136,ection that is raised to the entertainment of the appeal is shortly as follows: article 136 (1) of the Constitution under which the appellant has obtained special leave re
iltur_legacy_414,CONST_1950_Art138,"ould have no jurisdiction in the absence of any legislation by Parliament under article 138 (1), and the Civil Appeal would have to be dismissed as incompetent. It was com"
iltur_legacy_414,CONST_1950_Art12,"ability on slightly different grounds. He invited our attention to the terms of article 12 of the Constitution which reads: ""In this Part, unless the context otherwise re"
iltur_legacy_414,CONST_1950_Art142,"rt by Part III of the Constitution has, however, to be read in conjunction with article 142 of the Constitution which reads: ""142 (1) The Supreme Court in the exercise of "
iltur_legacy_414,CONST_1950_Art144,"outside the territory of India. Such an order could be enforceable by virtue of article 144, as also article 142. But in a case where the order of the outside authority is"
iltur_legacy_414,CONST_1950_Art1,"d, we have an express definition of what the phrase ""territory of India"" means. article 1 (3) enacts: ""1. (3) The territory of India shall compromise (a) the territories"
iltur_legacy_414,CONST_1950_Art31,ar ratified in accordance with the French Law as well as in accordance with the article 31 of the Treaty. A copy of the Treaty is also enclosed. The Government of India h
iltur_legacy_415,CONST_1950_Art311,"ms of section 240(3) of the Government of India Act, 1935, which corresponds to article 311 of the Constitution, inasmuch as he was not given an opportunity to show cause "
iltur_legacy_417,CONST_1950_Art114,s Nos. 114 and 115 of 1961. Petition under article 32 of the Constitution of India for enf
iltur_legacy_417,CONST_1950_Art80,entage of the purchase price or the market value is removed by the provision in section 80 of the Act. That section provides for the constitution of an agriculturist reha
iltur_legacy_417,CONST_1950_Art32,s Nos. 114 and 115 of 1961. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. 832 M. K. N
iltur_legacy_417,CONST_1950_Art31A,nds which they hold as ryotwari pattadars are not estates within the meaning of article 31A (2)(a) of the Constitution and therefore the Act so far as it affects them is n
iltur_legacy_417,CONST_1950_Art14,"ons of areca and pepper, and this is clearly discriminatory and is violative of article 14. (5) The manner in which ceiling is fixed under the Act results in discriminati"
iltur_legacy_417,CONST_1950_Art201," into being after 835 the general elections reconsidered and re passed it under article 201 of the Constitution has been considered by us in Writ Petition No. 105 of 1961,"
iltur_legacy_417,CONST_1950_Art31,ge on the ground that the compensation provided by the law is not adequate: See article 31(2). It is only because the compensation provided under section 52 is a percenta
iltur_legacy_417,CONST_1950_Art19,"onable restrictions on the right to acquire, hold and dispose of property under article 19(1)(f). We therefore allow the petitions and strike down the Act in relation to "
iltur_legacy_420,CONST_1950_Art226, to another. The appellants had challenged that order by a petition field under article 226 of the Constitution in the High Court of Punjab. The High Court having dismisse
iltur_legacy_420,CONST_1950_Art14,s out of which an agent can be paid his commission. A further point is based on article 14 of the Constitution. It is said that there were other insurance companies in th
iltur_legacy_423,CONST_1950_Art226,. The appellant Municipality filed a petition in the High Court at Bombay under article 226 of the Constitution challenging the validity of the order. This petition was di
iltur_legacy_423,CONST_1950_Art14," local authority, was a state, and was not therefore entitled to the benefit of article 14, as to which we think it unnecessary to express any opinion we are on the facts"
iltur_legacy_424,CONST_1950_Art24,"Court in Misc. Petitions Nos. 1795 1796 of 1951 and 1 of 1952. WITH Petitions Nos. 24, 25 and 93 of 1952. Petition under article 32 of the Constitution of India for "
iltur_legacy_424,CONST_1950_Art2,"ortioned among the States according to their respective populations (article 1, section 2, and article 1, section 9, cl. 4). Hence the attempt in the United States has b"
iltur_legacy_424,CONST_1950_Art51,"he Parliament had undoubted power to impose taxation under the express words of section 51 of the Constitution, and it is not now disputed that the Parliament could, if i"
iltur_legacy_424,CONST_1950_Art3,"he same both under the Constitution and under the Government of India Act, 1935 Section 3 of the Act empowers the levying of duties specified in the First Scheduled. The"
iltur_legacy_424,CONST_1950_Art32,"f 1951 and 1 of 1952. WITH Petitions Nos. 24, 25 and 93 of 1952. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. G.S. Pathak"
iltur_legacy_424,CONST_1950_Art226,e Act. The appellants contested the legality of this demand by a petition under article 226 which they filed in the High Court at Nagpur urging that the retrospective oper
iltur_legacy_424,CONST_1950_Art132,r the present case was rejected. The learned Judges granted a certificate under article 132 of the Constitution which was enabled the appellants to file this appeal. Befor
iltur_legacy_424,CONST_1950_Art19,"he fundamental right guaranteed to the citizens of India to hold property under article 19(1)(f), the point urged being that a retrospective levy of an ""excise duty"" depr"
iltur_legacy_424,CONST_1950_Art13,"cle as being a reasonable restraint and should, therefore, be struck down under article 13(2). (3) That the terms of r. 10A of the Excise Rules 1944 were insufficient to "
iltur_legacy_424,CONST_1950_Art1,"e to be apportioned among the States according to their respective populations (article 1, section 2, and article 1, section 9, cl. 4). Hence the attempt in the United S"
iltur_legacy_424,CONST_1950_Art31,ellant of the amount of the tax levy was a deprivation without authority of law article 31(1) and was further a compulsory acquisition of that property without compensati
iltur_legacy_424,CONST_1950_Art265,le 31. His submission was that the validity of tax laws were governed solely by article 265 and that such laws were not governed by Part III of the Constitution and specia
iltur_legacy_424,CONST_1950_Art14,sions of a tax law within legislative competence could be impugned as offending article 14 is exemplified by such decisions of this Court as Suraj Mal Motha vs Sri A. V. 
iltur_legacy_424,CONST_1950_Art15,"hout saying that if the imposition of the tax was discriminatory as contrary to article 15, the levy would be invalid. It might very well be that a distinction might have"
iltur_legacy_424,CONST_1950_Art286,"f sales tax on inter State trade contravenes and constitutes an infringement of article 286 and is, therefore, ultra vires, void and unenforceable. If, therefore, this con"
iltur_legacy_424,CONST_1950_Art74,not justiciable and therefore they cannot fall within clause (5) of article 19. Article 74 19(1)(f) and cl. 5 are part of one scheme and the former is incapable of operat
iltur_legacy_425,CONST_1950_Art134,he said High Court refused the prayer of the appellants for a certificate under article 134(1)(c) of the Constitution of India that the case was a fit one for appeal to th
iltur_legacy_425,CONST_1950_Art136,"o behind those findings, particularly in an appeal filed by special leave under article 136 of the Constitution. The learned Chief Presidency Magistrate and a Bench of thr"
iltur_legacy_426,CONST_1950_Art133,"s dismissed. The appellant then applied for leave to appeal to this Court under article 133(1)(c), and the same was granted by the High Court of Mysore to which the matter"
iltur_legacy_427,CONST_1950_Art110,titions Nos. 110 to 115 of 1960. (Under Article 32 of the Constitution of India for enforcement 
iltur_legacy_427,CONST_1950_Art32,titions Nos. 110 to 115 of 1960. (Under Article 32 of the Constitution of India for enforcement of Fundamental Rights) A. V. Viswa
iltur_legacy_427,CONST_1950_Art248," from all the Lists but also from the residuary powers of taxation mentioned in article 248(2). It was also held that section 2 of the Part C States (Laws) Act, 1950 was n"
iltur_legacy_427,CONST_1950_Art14,"t is said, is patently contrary to the spirit of the equal protection clause in article 14. The laws in different portions of the new State of Madhya Pradesh were enacted"
iltur_legacy_428,CONST_1950_Art32,n No. 128 of 1958. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. K.M. Munshi
iltur_legacy_428,CONST_1950_Art26,oodi Bohra community constitutes a religious denomination within the meaning of article 26 of the Constitution; the said right of the petitioner to excommunicate a member
iltur_legacy_428,CONST_1950_Art13," extent, after the coming into force of the Constitution, has become void under article 13 of the Constitution. The petitioner claims that notwithstanding the provisions "
iltur_legacy_428,CONST_1950_Art25,iece of legislation enacted by a competent legislature and within the limits of article 25 and 26 of the Constitution; and that the right to manage its own affairs vested
iltur_legacy_428,CONST_1950_Art17,"claring such practices to be void has only carried out the strict injunction of article 17 of the Constitution, by which untouchability has been abolished and its practic"
iltur_legacy_429,CONST_1950_Art133,"hat as regards the value and nature of the case, it fulfils the requirements of article 133(1)(a) of the Constitution and is a fit one for appeal to this Court. On this ce"
iltur_legacy_432,CONST_1950_Art32,n No. 143 of 1961. Petition under article 32 of the Constitution of India for the enforcement of Fundamental rights. section
iltur_legacy_432,CONST_1950_Art14,h rebate. It was contended on behalf of the petitioner that the proviso offends article 14 in that it discriminates between machinery which is office appliance or road tr
iltur_legacy_434,CONST_1950_Art226,t of Judicature at Madras against certain orders passed in Writ Petitions under article 226 of the Constitution. One Ramaswami Iyer father of the respondent was assessed t
iltur_legacy_438,CONST_1950_Art77," he gave the sanction in his own right. In this context, an argument based upon article 77 of the Constitution may be noticed. Under el. (1) of article 77, all executive "
iltur_legacy_438,CONST_1950_Art166,"sident, the sanction was void. This Article and the corresponding Article viz., article 166, were subject to judicial scrutiny by this Court. The validity of an order of d"
iltur_legacy_438,CONST_1950_Art311," The State of Travancore Cochin (2). There the ""show cause notice"" issued under article 311 of the Constitution was impugned on the ground that it was contrary to the prov"
iltur_legacy_438,CONST_1950_Art136," the High Court. As we have said, the practice of this Court in an appeal under article 136 of the Constitution is not to allow such an attack except in exceptional circum"
iltur_legacy_441,CONST_1950_Art4,"nd it for the plaintiff relying on section 9 of the Indian Independence Act and article 4 of the Indian Inde pendence (Legal Proceedings) Order, 1947. It may be men tion"
iltur_legacy_441,CONST_1950_Art12,"en passed by a court of competent jurisdiction in that Dominion; * * * * and by article 12 (2) of the latter Order Where any Province from which property, rights or li ab"
iltur_legacy_441,CONST_1950_Art10,"er as contemplated in article 12(2). Mr. Sen Gupta relied in this connection on article 10 (2) (a) which provides that ""where immediately before the appointed day the Pro"
iltur_legacy_441,CONST_1950_Art3,"rovinces or on the basis of an award by an arbitral tribunal as contemplated by article 3 of the Rights, Property and Liabilities Order. In either case it would amount t"
iltur_legacy_442,CONST_1950_Art226,f Judicature at Patna (Ramaswami and Sarjoo Prosad JJ). in an application under article 226 of the Constitution registered as Miscellaneous Judicial Case No. 204 of 1950. 
iltur_legacy_442,CONST_1950_Art32,"ellaneous Judicial Case No. 204 of 1950. Original Petition No. 20 of 1952 under article 32 of the Constitution was also heard along with this appea. P. R. Das (B. Sen, wi"
iltur_legacy_442,CONST_1950_Art14,"ch the law guarantees equally to all persons, and our Constitution prohibits by article 14 every State from denying such protection to anyone. The appellants before us ha"
iltur_legacy_442,CONST_1950_Art132,"s come before us on a certificate granted by the High Court of 1135 Patna under article 132 (1) of the Constitution, is directed against a judgment of a Division Bench of "
iltur_legacy_442,CONST_1950_Art13,d that the Act was neither ultra vires the Bihar Legislature nor was void under article 13(1) of the Constitution. The learned Judge was further of opinion that it was no
iltur_legacy_443,CONST_1950_Art20,"f the dispute in the court of first instance and still in dispute is more than Rs. 20,000/ . We have, therefore, allowed learned counsel for the parties to take us t"
iltur_legacy_443,CONST_1950_Art133,"is an appeal on a certificate granted by the High Court of Madhya Pradesh under article 133 (1) (a) of the Constitution, The appellant is Mithoolal Nayak, who took an assi"
iltur_legacy_444,CONST_1950_Art120,on Nos. 120 of 58 etc. Petition under article 32 of the Constitution of India for enforceme
iltur_legacy_444,CONST_1950_Art6," permanent tenant. We are unable to hold that the six months ' limit imposed by section 6 of the impugned Act, 1958, is in the circumstances, a reasonable restriction wi"
iltur_legacy_444,CONST_1950_Art4,"appear to have been taken in the petitions. In any case, if our construction of section 4 is right, then the impugned Act would be saved by article 31 A of the Constitut"
iltur_legacy_444,CONST_1950_Art32,on Nos. 120 of 58 etc. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. G. section 
iltur_legacy_444,CONST_1950_Art31A,"teed by the Constitution under articles 14, 19 (1) (f) and 31 there of; and (3) Article 31A does not save it. On behalf of the respondents the main argument is that the im"
iltur_legacy_444,CONST_1950_Art19, 3(2) (b) was unconstitutional and void by reason of the right guaranteed under article 19(1) (f) of the Constitution and was not saved by cl.(5) thereof. We think that t
iltur_legacy_444,CONST_1950_Art31,nstitution. In view of this finding it is unnecessary to consider the effect of article 31 of the Constitution. On behalf of the respondent State reliance was sought to b
iltur_legacy_444,CONST_1950_Art14,tion inasmuch as it authorises the confiscation of money. (7) The Act infringes article 14 of the Constitution as there are other classes of tenure holders similarly situ
iltur_legacy_445,CONST_1950_Art14,perty acquired under this section shall form part of the 739 compensation pool. Section 14 provides for the constitution of a compensation pool. Section 16 gives powers t
iltur_legacy_445,CONST_1950_Art16,ensation pool. Section 14 provides for the constitution of a compensation pool. Section 16 gives powers to the Central Government for the management of the compensation p
iltur_legacy_445,CONST_1950_Art17,"rity or corporation, as it may deem fit (referred to as managing corporations). Section 17 provides for functions of managing officers and managing corporations. Section "
iltur_legacy_445,CONST_1950_Art226,ab High Court 735 summarily rejecting a petition filed by the appellants. under article 226 of the Constitution. The brief facts necessary for present purposes are there. 
iltur_legacy_449,CONST_1950_Art226,"ombay High Court (Nagpur Bench), dismissing the appellant 's application, under article 226 of the Constitution, read with section 491 of the Code of Criminal Procedure, w"
iltur_legacy_449,CONST_1950_Art22,"we are satisfied 921 that, in the circumstances of this case, the provisions of article 22(5) of the Constitution have not been fully complied with, and that, therefore, "
iltur_legacy_452,CONST_1950_Art134,minal Appeal No. 103 of 1952. Appeal under article 134(l) (c) of the Constitution of India from the Judgment and Order dated the 27th 
iltur_legacy_454,CONST_1950_Art11," article 372 of the Constitution were superseded by the application of the , by section 11 of the Finance Act, 1950. The High Court of Travancore Cochin in the petitions "
iltur_legacy_454,CONST_1950_Art265,hout such law the new Rules could not impose a tax as that would clearly offend article 265 of the Constitution. Further as soon as the Cochin Act as well as the similar T
iltur_legacy_454,CONST_1950_Art372," were continued even after the Union of Travancore and Cochin as formed, and by article 372 of the constitution the provisions of the two Acts remained in operation in the"
iltur_legacy_454,CONST_1950_Art276,nt and on that account was subject to the constitutional restriction imposed by article 276 (2) of the Constitution. They also contended that the Tobacco Acts of the Trava
iltur_legacy_456,CONST_1950_Art372,"sidered. This Court in deciding whether the Kalambandis were existing law under article 372 of the Constitution, observed : ""In dealing with the question as to whether the"
iltur_legacy_457,CONST_1950_Art3,"s necessary to mention, for being put aside, that in construing the validity of section 3 of the impugned Act 30 the provision contained in article 33 of the Constitutio"
iltur_legacy_457,CONST_1950_Art356," stated here, the administration of Pepsu was taken over by the President under article 356 of the Constitution. The powers of the State Legislature were declared by the P"
iltur_legacy_457,CONST_1950_Art19,"f this provision was rested on its being violative of the freedom guaranteed by article 19(1)(a), the submission being that the section was Dot saved by article 19(2). Be"
iltur_legacy_457,CONST_1950_Art33,"ing the validity of section 3 of the impugned Act 30 the provision contained in article 33 of the Constitution has no relevance. That Article enacts : ""article 33. Parlia"
iltur_legacy_457,CONST_1950_Art136,ated earlier as regards the manner in which this Court deals with appeals under article 136 there is no ground shown for interfering with the conviction of the third appel
iltur_legacy_458,CONST_1950_Art15,"6 of the Constitution. They thus allowed the appeal and dismissed the petition. Section 15 of the Northern India Ferries Act, 1878 runs thus : ""Toll., according to such r"
iltur_legacy_458,CONST_1950_Art226,t Court directing the issue of a writ of Mandamus against the respondents under article 226 of the Constitution. The points which arise for consideration in the appeal are
iltur_legacy_459,CONST_1950_Art226,similarly threatened with dispossession filed petitions to the High Court under article 226 of the Constitution challenging the legality of the action threatened against t
iltur_legacy_461,CONST_1950_Art226,"on the Tee Factories moved the High Court at Allahabad on January 3, 1957 under article 226 of the Constitution for writs quashing the award and prohibiting the Government"
iltur_legacy_463,CONST_1950_Art34,"any was granted special leave ' under article 136(1) of the Constitution. ' 577 Section 34 of, the Indian Arbitration Act runs thus ""Where any party to an arbitration com"
iltur_legacy_463,CONST_1950_Art136," this court dated 22nd May, 1951, the company was granted special leave ' under article 136(1) of the Constitution. ' 577 Section 34 of, the Indian Arbitration Act runs th"
iltur_legacy_470,CONST_1950_Art82,"section 82 of 1960 and 148, 168 to 174 and 357 to 361 of 1961. Petition under article 32 o"
iltur_legacy_470,CONST_1950_Art32,"section 82 of 1960 and 148, 168 to 174 and 357 to 361 of 1961. Petition under article 32 of the Constitution of India for the enforcement of Fundamental Rights. WITH Ci"
iltur_legacy_470,CONST_1950_Art226, number of petitions were thereupon filed in the 349 High Court of Punjab under article 226 of the Constitution challenging the validity of the Act and of the proceedings 
iltur_legacy_470,CONST_1950_Art133,"anuary 27, 1960, the learned Judges granted leave to appeal to this Court under article 133 (1) (a), and pursuant to the same, Civil Appeals Nos. 453 to 474 of 1961 have b"
iltur_legacy_472,CONST_1950_Art14,"enefit a single individual Shri A.N. Gujral, and is therefore void as offending article 14 of the Constitution. The result, according to the appellant, is that after June"
iltur_legacy_472,CONST_1950_Art217," Court under that clause. The Constitutional provision hearing on this point is article 217, which in so far as it is material is as follows : ""217. (1) Every Judge of a H"
iltur_legacy_472,CONST_1950_Art224," shall hold office in the case of an additional or acting Judge, as provided in article 224, and in any other case until he attains the age of sixty years; Provided that. "
iltur_legacy_472,CONST_1950_Art376, as article 217 and does not carry the matter further. Nor is there anything in article 376 which throws any further light on this point. It has reference to persons who w
iltur_legacy_472,CONST_1950_Art165," is to be regarded as a qualification. More to the point under consideration is article 165 (1) that the "",Governor of each State shall appoint a person who is qualified t"
iltur_legacy_476,CONST_1950_Art226, the judgment of the Punjab High Court dismissing the appellants petition under article 226 of the Constitution. 715 The appellant was appointed a qanungo in the former St
iltur_legacy_476,CONST_1950_Art311,ven an opportunity of being heard. Even so far as the second stage is concerned article 311(2) of the Constitution requires a notice to be given to the person concerned ' 
iltur_legacy_476,CONST_1950_Art166,competent to hear and decide an appeal from the order of the Revenue Secretary. article 166(1) of the Constitution requires that all executive action of the Government of 
iltur_legacy_478,CONST_1950_Art6,"le restriction within the meaning of cl. (6) of article 19 of the Constitution. Section 6 standing by itself, we think, is not open to any serious objection. It is ancil"
iltur_legacy_478,CONST_1950_Art19,"leness and unless it strikes a proper balance between the freedom guaranteed in article 19(1)(g) and the social control permitted by clause (6) of article 19, it must be "
iltur_legacy_480,CONST_1950_Art32,etition No. 19 of 1961. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. A. V. Viswa
iltur_legacy_481,CONST_1950_Art226,Central Government in June 1969. Thereupon the appellant filed a petition under article 226 of the Constitution in the High Court in July 1959. This petition was dismissed
iltur_legacy_485,CONST_1950_Art136,t the appeal may be treated as one on special leave granted by this Court under article 136 of the Constitution. The learned Advocate appearing for the 470 assessee respon
iltur_legacy_488,CONST_1950_Art31, granted by the Punjab High Court raises a question as to the interpretation of article 31 of the Limitation Act. The appellant had brought a suit in forma pauperis for r
iltur_legacy_488,CONST_1950_Art18,"te of refusal it has used appropriate words in that connection. For example, in article 18, which provides for a suit for compensation against Government when the acquisi"
iltur_legacy_488,CONST_1950_Art78,"he time begins to run from ""the date of the refusal to complete"". Similarly, in article 78 which provides for a suit by the payee against the drawer of a bill of exchange"
iltur_legacy_488,CONST_1950_Art131,"ceptance, time begins to run from ""the date of the refusal to accept"". Again in article 131 which provides for a suit to establish a periodically recurring right, ' the li"
iltur_legacy_490,CONST_1950_Art299," reason that it was contrary to the terms of article 31 of the Constitution and section 299 of the Government of India Act, 1935. The third of these contentions, though it"
iltur_legacy_490,CONST_1950_Art19, unreasonable restriction on the right of the respondent to hold property under article 19 (1) (f) of the constitution. The petition was opposed on behalf of the State an
iltur_legacy_490,CONST_1950_Art31," Act itself was ultra vires for the reason that it was contrary to the terms of article 31 of the Constitution and section 299 of the Government of India Act, 1935. The t"
iltur_legacy_492,CONST_1950_Art32,t in Criminal Writ No. 2 of 1961. WITH Petition No. 147 of 1961. Petition under article 32 of the Constitution of India for enforcement of Fundamental Rights. The appella
iltur_legacy_492,CONST_1950_Art14,"l Manual where under he was confined to a separate cell in the prison, offended article 14 of the Constitution, and that in fact discriminatory treatment was meted out to"
